"","Bias_percent","Std","RMSE"
"ATE",0.319797587342517,0.829040777704599,0.888505287685404
"Combined",0.513230537042469,1.00951712311181,1.13239859636282
"Truncated",0.269124959982544,0.423861711642143,0.502046873241626
"Overlap",0.00921163900930666,0.0484326249572117,0.0492960881779849
